caseID,test,criterion,ref_foc
2673,105,2.69,a_reference
2674,106,2.65,b_focal
2675,99,2.51,b_focal
2676,106,2.51,a_reference
2677,100,2.75,a_reference
2680,106,3.22,b_focal
2682,106,2.85,a_reference
2683,90,2.46,a_reference
2684,91,2.12,b_focal
2686,95,3.46,b_focal
2687,95,3.56,b_focal
2688,100,2.71,a_reference
2689,109,3.36,a_reference
2691,83,3.36,b_focal
2696,88,2.87,a_reference
2699,113,3.3,b_focal
2700,110,3.94,a_reference
2706,105,2.69,a_reference
2708,113,2.77,b_focal
2710,131,3.77,a_reference
2711,129,3.97,a_reference
2721,91,2.23,a_reference
2732,115,3.7,a_reference
2738,102,2.84,a_reference
2742,81,2.74,a_reference
2743,95,2.8,a_reference
2746,89,2.8,b_focal
2750,92,3.04,b_focal
2751,99,3.39,b_focal
2752,86,2.07,a_reference
2753,87,3.48,a_reference
2754,103,3.55,b_focal
2755,106,2.94,a_reference
2756,110,3.16,a_reference
2757,128,3.76,b_focal
2759,93,1.38,a_reference
2761,108,2.7,a_reference
2763,89,2.63,b_focal
2764,111,3.28,b_focal
2765,92,3.02,a_reference
2766,93,1.38,a_reference
2768,122,3.78,b_focal
2775,85,2.73,a_reference
2776,96,3.34,a_reference
2778,86,3.78,a_reference
2779,123,3.61,a_reference
2780,103,2.57,b_focal
2785,89,1.95,b_focal
2788,105,3.33,a_reference
2789,101,2.66,a_reference
2791,107,3.68,a_reference
2793,101,3.15,b_focal
2794,112,2.54,a_reference
2796,103,3.51,b_focal
2798,98,1.81,a_reference
2800,89,1.69,a_reference
2801,106,3.65,b_focal
2802,96,3.6,b_focal
2804,112,3.08,b_focal
2806,106,3.53,b_focal
2807,112,2.15,a_reference
2810,90,1.6,a_reference
2813,105,2.6,a_reference
2817,86,3.01,b_focal
2821,90,1,b_focal
2825,66,1.99,a_reference
2826,81,2.43,b_focal
2833,112,2.68,a_reference
2841,113,3.22,b_focal
2844,112,2.73,b_focal
2846,96,2.84,a_reference
2851,101,3.06,a_reference
2853,93,2.44,b_focal
2856,98,1.61,b_focal
2861,55,1.93,b_focal
2862,103,1.83,a_reference
2863,90,1.51,a_reference
2864,92,2.29,b_focal
2865,95,2.08,b_focal
2868,106,1.91,a_reference
2870,101,3.34,b_focal
2872,93,2.64,a_reference
2884,97,2.83,a_reference
2887,84,3.54,b_focal
2888,118,3.71,a_reference
2891,92,2.53,a_reference
2897,91,1.71,a_reference
2900,105,3.48,a_reference
2902,98,3.12,b_focal
2904,82,1.98,a_reference
2906,113,3.62,a_reference
2912,114,2.94,b_focal
2913,106,2.99,b_focal
2917,102,2.75,a_reference
2921,100,2.18,a_reference
2922,55,2.54,b_focal
2923,88,2.68,a_reference
2926,92,2.95,a_reference
2927,77,2.81,b_focal
2933,101,2.8,b_focal
2936,78,1.54,b_focal
2937,108,3.4,b_focal
2939,114,3.55,a_reference
2941,106,3.63,a_reference
2942,110,2.73,b_focal
2943,90,3.01,b_focal
2944,105,3.2,b_focal
2945,110,3.58,a_reference
2946,102,3.28,b_focal
2953,81,2.64,b_focal
2957,106,3.08,a_reference
2959,74,2.02,a_reference
2960,97,2.74,a_reference
2962,90,2.62,b_focal
2965,106,2.82,a_reference
2968,91,2.49,a_reference
2969,96,2.56,a_reference
2970,101,2.49,b_focal
2976,118,3.97,a_reference
2978,103,2.58,a_reference
2979,103,3.45,a_reference
2982,110,3,b_focal
2987,97,3.05,b_focal
2988,109,2.64,a_reference
2989,116,3.19,b_focal
2990,112,3.58,a_reference
2993,117,3.48,a_reference
2995,106,3.95,a_reference
2999,76,3.06,a_reference
3001,100,1.65,a_reference
3004,139,3.94,a_reference
3005,118,3.52,b_focal
3007,90,3.21,b_focal
3008,106,1.9,a_reference
3009,101,3.27,b_focal
3010,120,3.78,b_focal
3011,126,1.86,a_reference
3012,111,3.01,b_focal
3013,91,3.15,b_focal
3015,111,3.35,a_reference
3016,110,3.62,a_reference
3017,92,3.45,b_focal
3018,60,3.23,b_focal
3020,96,3.22,a_reference
3024,102,2.52,a_reference
3025,110,3.49,b_focal
3026,99,2.63,b_focal
3027,110,2.39,a_reference
3028,82,1.84,b_focal
3030,84,2.47,b_focal
3031,97,3.42,b_focal
3034,99,2.65,a_reference
3039,95,1.55,b_focal
3040,104,2.25,b_focal
3043,90,2.46,a_reference
3045,92,2.77,b_focal
3047,111,3.54,b_focal
3049,99,3.37,b_focal
3051,111,3.73,b_focal
3053,92,2.95,a_reference
3054,86,2.18,b_focal
3055,102,2.19,a_reference
3058,94,2.31,a_reference
3062,76,3.2,b_focal
3063,94,2.67,a_reference
3065,78,.42,a_reference
3066,86,2.54,b_focal
3068,89,2.61,a_reference
3072,105,3.11,a_reference
3074,98,3.71,a_reference
3075,89,2,a_reference
3076,117,3.73,a_reference
3077,113,2.79,a_reference
3078,72,2.64,b_focal
3079,88,3.8,b_focal
3080,72,2.43,a_reference
3085,108,3.13,b_focal
3086,91,2.34,b_focal
3087,96,3.15,b_focal
3091,108,3.02,a_reference
3093,122,3.06,b_focal
3095,89,3.03,a_reference
3099,95,3.46,b_focal
3100,79,2.38,b_focal
3109,63,2.07,a_reference
3111,85,2.76,a_reference
3114,71,2.53,a_reference
3121,117,3.3,a_reference
3122,74,2.41,a_reference
3123,88,3.25,b_focal
3125,106,3.64,b_focal
3126,85,2.43,b_focal
3127,90,1.81,a_reference
3130,83,2.16,a_reference
3134,102,3.43,b_focal
3135,107,3.25,a_reference
3136,111,2.65,a_reference
3139,86,1.67,a_reference
3140,118,3.63,b_focal
3141,112,2.91,a_reference
3142,112,3.02,a_reference
3143,102,2.52,a_reference
3144,111,3.65,b_focal
3145,124,3.89,a_reference
3146,111,2.93,a_reference
3147,116,2.28,a_reference
3149,102,3.17,a_reference
3150,89,2.54,a_reference
3151,108,3.07,b_focal
3153,102,2.91,b_focal
3156,111,3.18,a_reference
3162,108,2.78,b_focal
3164,88,3,b_focal
3165,93,2.4,b_focal
3166,98,3.29,b_focal
3167,110,2.81,a_reference
3168,95,2.6,b_focal
3170,96,3.36,b_focal
3171,109,3.83,a_reference
3172,80,2.05,a_reference
3174,113,2.08,a_reference
3177,98,3.29,b_focal
3179,75,3.36,b_focal
3181,113,3.18,a_reference
3182,94,2.66,b_focal
3183,97,3.73,b_focal
3187,105,3.46,a_reference
3190,101,2.89,b_focal
3191,86,2.1,a_reference
3194,111,3.59,a_reference
3195,100,3.15,b_focal
3197,106,3.89,a_reference
3198,113,3.84,a_reference
3199,89,2.67,b_focal
3200,81,2.51,b_focal
3201,91,2.13,a_reference
3202,89,2.4,a_reference
3206,92,2.34,b_focal
3209,55,2.71,a_reference
3210,112,3.97,b_focal
3211,99,3.54,b_focal
3212,106,3.22,a_reference
3213,113,3.49,b_focal
3218,93,2.99,b_focal
3223,109,3,b_focal
3224,98,1.6,a_reference
3228,105,3.26,b_focal
3229,105,3.41,b_focal
3231,93,2,a_reference
3232,93,2.34,b_focal
3236,90,3.59,b_focal
3237,108,3.87,b_focal
3238,92,3.7,b_focal
3239,105,4,b_focal
3240,92,2.18,b_focal
3244,145,3.95,a_reference
3245,100,2.18,a_reference
3247,88,3.17,a_reference
3248,102,3.4,b_focal
3251,109,3.57,b_focal
3252,117,2.04,b_focal
3253,85,2.25,a_reference
3255,82,2.93,b_focal
3259,90,2.45,a_reference
3261,101,2.4,b_focal
3262,99,2.11,a_reference
3266,101,2.47,a_reference
3267,102,2.89,b_focal
3269,76,1.6,a_reference
3270,101,1.69,a_reference
3271,95,1.86,a_reference
3272,93,2.85,b_focal
3275,79,2.5,a_reference
3276,55,3.66,b_focal
3277,101,3.46,b_focal
3279,99,3.93,b_focal
3281,101,3.74,a_reference
3282,87,3.16,b_focal
3284,105,3.84,b_focal
3285,90,2.89,a_reference
3286,86,3.17,a_reference
3288,117,4,b_focal
3289,79,2,a_reference
3290,78,2.81,a_reference
3297,91,2.48,b_focal
3300,101,3.1,a_reference
3301,81,2.6,a_reference
3303,87,2.51,b_focal
3305,86,2.95,a_reference
3308,106,3.71,b_focal
3309,71,4,a_reference
3311,83,2.79,a_reference
3313,86,2.92,b_focal
3316,116,3.52,b_focal
3317,89,3.05,b_focal
3318,87,3.33,b_focal
3319,68,2.95,b_focal
3321,104,2.8,a_reference
3324,97,3.56,b_focal
3329,94,2.86,b_focal
3331,82,3.08,b_focal
3332,105,2.28,a_reference
3333,90,2.68,a_reference
3336,100,2.77,a_reference
3338,99,3.35,a_reference
3339,89,3.23,b_focal
3340,81,2.22,a_reference
3341,109,2.66,a_reference
3343,83,2.28,a_reference
3344,84,2.02,a_reference
3346,84,2.86,b_focal
3347,126,3.07,a_reference
3349,121,3.85,b_focal
3351,92,3.12,a_reference
3353,85,3.31,b_focal
3356,101,2.78,a_reference
3359,72,2.83,a_reference
3361,96,3.2,b_focal
3364,111,3.98,b_focal
3366,97,3.6,a_reference
3368,97,3.36,b_focal
3375,89,2.74,b_focal
3378,99,3.11,a_reference
3379,102,3.68,a_reference
3380,101,3.2,b_focal
3381,108,3.13,b_focal
3384,77,1.95,a_reference
3385,83,2.8,a_reference
3387,84,2.35,a_reference
3389,131,1.82,a_reference
3390,112,3.11,a_reference
3391,108,3.91,b_focal
3393,108,3.78,b_focal
3398,104,3.57,b_focal
3399,92,2.56,a_reference
3403,85,2.2,b_focal
3406,110,2.67,b_focal
3408,112,3.05,b_focal
3409,108,2.6,a_reference
3410,113,2.98,b_focal
3415,111,3.53,b_focal
3418,107,2.8,a_reference
3419,101,3.1,a_reference
3420,77,1.93,b_focal
3421,83,2,a_reference
3422,111,3.78,b_focal
3428,75,1.76,b_focal
3429,91,3.16,b_focal
3431,100,3.66,b_focal
3432,109,3.05,b_focal
3433,87,2.19,a_reference
3437,95,3.01,b_focal
3440,55,3.26,a_reference
3455,80,3.09,b_focal
3456,124,3.64,a_reference
3457,129,3.95,a_reference
3458,129,4.04,a_reference
3459,94,2.33,a_reference
3461,111,2.96,b_focal
3462,101,3.23,b_focal
3463,81,3.12,b_focal
3464,85,3.27,a_reference
3468,113,3.91,a_reference
3471,115,3.29,a_reference
3472,112,3.54,a_reference
3473,89,2.38,a_reference
3475,108,3.76,b_focal
3476,89,3.01,a_reference
3482,96,3.04,a_reference
3484,106,3.56,b_focal
3485,100,3.02,a_reference
3487,97,3.47,a_reference
3489,101,2.78,b_focal
3491,126,2.92,a_reference
3493,96,2.32,a_reference
3496,99,2.08,a_reference
3498,104,3.16,b_focal
3504,102,2.84,b_focal
3514,125,2.04,a_reference
3515,110,2.83,a_reference
3517,88,2.13,b_focal
3521,91,2.7,b_focal
3522,94,2.66,b_focal
3523,110,2.93,a_reference
3525,89,2.34,a_reference
3527,105,3.76,b_focal
3530,89,2.98,a_reference
3532,81,1.88,b_focal
3536,111,3.51,b_focal
3537,111,3.75,b_focal
3538,113,3.18,a_reference
3541,94,2.08,b_focal
3543,87,1.86,a_reference
3544,112,3.48,a_reference
3546,86,1.83,a_reference
3547,87,2.05,a_reference
3551,83,2.17,a_reference
3552,93,2.64,b_focal
3553,99,3.21,b_focal
3556,114,3.21,a_reference
3557,104,2.67,a_reference
3558,119,3.31,a_reference
3560,113,2.06,a_reference
3561,103,3.71,b_focal
3563,97,3.58,a_reference
3565,84,1.59,a_reference
3569,87,2.2,a_reference
3572,83,2.81,a_reference
3573,106,1.3,a_reference
3574,103,2.44,a_reference
3576,83,3.24,b_focal
3578,116,3.62,b_focal
3579,90,2.8,b_focal
3581,101,2.97,b_focal
3582,95,3.14,a_reference
3583,82,2.64,b_focal
3585,94,2.14,b_focal
3586,90,3.06,b_focal
3588,90,3.11,b_focal
3591,89,2.95,a_reference
3594,99,2.53,b_focal
3599,102,3.3,a_reference
3601,102,4,b_focal
3603,85,2.87,a_reference
3606,105,2.76,a_reference
3609,98,1.9,a_reference
3611,88,2.92,b_focal
3612,99,2.82,b_focal
3613,87,2.29,b_focal
3614,120,3.35,b_focal
3615,110,3.12,b_focal
3616,94,1.9,a_reference
3619,101,2.21,b_focal
3620,91,2.56,a_reference
3622,79,1,a_reference
3623,95,1.58,a_reference
3625,125,2.79,a_reference
3628,110,3.05,b_focal
3637,92,3.38,b_focal
3639,87,1.55,b_focal
3640,108,2.45,a_reference
3643,99,3.43,a_reference
3644,113,3.1,b_focal
3646,95,3.25,a_reference
3647,104,3.23,a_reference
3649,82,2.67,a_reference
3654,74,1.62,a_reference
3655,83,3.14,b_focal
3660,109,3.56,a_reference
3664,86,3.17,a_reference
3680,108,3.65,a_reference
3686,107,2.99,a_reference
3687,95,1.7,a_reference
3688,71,1.6,b_focal
3689,137,2.87,b_focal
3690,72,2.97,a_reference
3702,82,2.63,a_reference
3703,91,2.58,b_focal
3712,89,2.58,b_focal
3713,104,2.63,b_focal
3714,93,3.2,a_reference
3715,92,.68,a_reference
3719,85,1.72,a_reference
3722,92,2.25,b_focal
3723,102,2.37,a_reference
3725,120,3.5,a_reference
3728,111,2.78,a_reference
3729,93,1,b_focal
3730,101,1.6,b_focal
3734,96,1.92,a_reference
3737,90,1.91,a_reference
3738,103,2.78,a_reference
3740,100,2.61,b_focal
3741,96,1,b_focal
3745,93,3.02,b_focal
3746,99,2.71,a_reference
3747,82,2.3,b_focal
3749,93,2.08,a_reference
3751,98,2.21,b_focal
3752,108,3.71,b_focal
3754,102,3.43,b_focal
3756,83,1.84,b_focal
3758,86,2.49,b_focal
3759,92,2.31,a_reference
3761,99,2.49,b_focal
3764,86,2.54,b_focal
3765,97,1.84,b_focal
3766,104,2.71,b_focal
3770,125,3.35,a_reference
3772,104,2.79,a_reference
3773,99,3.11,a_reference
3774,111,2.12,b_focal
3775,88,2.02,b_focal
3776,67,2.17,b_focal
3783,86,2.68,a_reference
3789,107,3.18,b_focal
3790,86,2.81,a_reference
3792,85,2.82,a_reference
3794,68,3.16,a_reference
3797,78,1,a_reference
3799,100,2.03,b_focal
3800,90,2.88,a_reference
3802,87,2.31,a_reference
3807,94,3.06,b_focal
3810,84,2.8,b_focal
3816,111,3.65,a_reference
3817,116,3.72,a_reference
3818,97,2.8,b_focal
3820,85,2.17,b_focal
3821,96,3.11,b_focal
3822,100,3.96,b_focal
3825,111,2.19,b_focal
3826,95,1,a_reference
3827,90,2.13,a_reference
3837,101,2.7,b_focal
3842,90,1.71,b_focal
3843,99,3,b_focal
3845,85,1.64,a_reference
3847,88,3.12,b_focal
3849,92,2.56,a_reference
3850,115,4,a_reference
3852,124,3.25,a_reference
3854,55,3.61,a_reference
3856,84,3.09,b_focal
3859,81,1.72,a_reference
3860,107,2.95,a_reference
3861,81,2.75,b_focal
3862,73,3.18,b_focal
3867,80,3.24,b_focal
3870,90,3.2,b_focal
3871,92,2.25,a_reference
3872,70,2.54,a_reference
3874,107,3.71,b_focal
3878,123,2.52,a_reference
3879,85,2.8,b_focal
3880,90,2.21,a_reference
3881,110,3.1,a_reference
3884,85,3.48,a_reference
3885,86,2.91,b_focal
3893,68,2.88,a_reference
3895,117,3.6,a_reference
3896,121,3.79,a_reference
3904,101,2.48,a_reference
3910,108,2.55,a_reference
3911,106,3.53,b_focal
3913,89,3.06,b_focal
3920,86,3.34,b_focal
3922,95,3.67,b_focal
3923,89,2.8,a_reference
3927,70,2.96,b_focal
3934,99,3.25,b_focal
3935,69,3.44,b_focal
3936,101,2.91,a_reference
3937,104,3.74,b_focal
3939,107,3.94,b_focal
3940,103,2.11,b_focal
3944,122,3.85,a_reference
3946,76,2.7,a_reference
3947,92,2.53,a_reference
3951,90,2.21,a_reference
3958,100,2.27,a_reference
3959,95,2.48,a_reference
3960,110,3.26,a_reference
3963,115,3.12,b_focal
3966,102,3.35,b_focal
3967,107,3.4,a_reference
3969,84,3.38,a_reference
3973,74,2.83,b_focal
3974,87,2.96,a_reference
3981,90,1.88,a_reference
3983,85,2.75,b_focal
3984,74,2.77,b_focal
3986,96,2.34,a_reference
3993,91,2.9,a_reference
3994,100,2.69,a_reference
3998,112,3.39,a_reference
3999,101,3.38,b_focal
4004,104,3.63,a_reference
4006,93,2.71,a_reference
4008,116,3.43,a_reference
4013,105,3.15,a_reference
4016,103,3.56,a_reference
4017,111,3.63,b_focal
4019,100,3.13,b_focal
4023,104,3.85,b_focal
4024,90,3.73,b_focal
4025,98,3.37,a_reference
4027,94,3.38,b_focal
4028,99,2.51,b_focal
4029,91,3.05,a_reference
4030,101,3,a_reference
4035,89,1.57,b_focal
4036,86,2.62,b_focal
4037,106,3.32,a_reference
4038,99,2.91,a_reference
4039,103,3.21,b_focal
4040,123,3.78,b_focal
4041,115,4.01,a_reference
4045,104,2.97,a_reference
4047,94,2.64,b_focal
4051,100,2.8,a_reference
4055,83,2.68,b_focal
4057,108,2.92,a_reference
4058,128,3.52,b_focal
4060,94,3.57,b_focal
4061,101,2.22,b_focal
4064,117,3.72,a_reference
4067,102,2.8,b_focal
4068,66,2.44,a_reference
4069,78,2.23,b_focal
4071,92,2.65,b_focal
4073,105,2.4,a_reference
4074,95,2.88,b_focal
4075,104,2.62,b_focal
4076,101,3.4,b_focal
4077,87,2.95,a_reference
4079,104,2.95,a_reference
4081,110,3.22,b_focal
4083,89,3.46,b_focal
4088,89,3.14,b_focal
4090,86,2.47,b_focal
4091,78,2.49,b_focal
4092,99,2.82,b_focal
4097,104,3.07,a_reference
4100,101,3.82,a_reference
4101,115,3.6,a_reference
4102,87,3.53,b_focal
4104,78,3.05,b_focal
4109,102,3.5,a_reference
4111,103,3.35,b_focal
4113,112,4,a_reference
4114,99,3.98,b_focal
4116,81,3.21,b_focal
4117,77,2.77,b_focal
4122,82,2.57,b_focal
4124,125,3.7,b_focal
4126,104,2.88,a_reference
4127,89,2.93,b_focal
4128,104,3.25,a_reference
4130,91,3.07,b_focal
4132,110,3.7,b_focal
4133,106,3.48,a_reference
4134,93,3.36,a_reference
4135,86,3.22,b_focal
4137,106,3.48,b_focal
4140,94,2.96,b_focal
4142,116,2.17,a_reference
4147,134,3.86,b_focal
4148,80,2.56,b_focal
4149,99,3.19,a_reference
4152,90,2.84,a_reference
4156,90,3.09,a_reference
4158,126,3.92,a_reference
4161,91,3.22,a_reference
4162,93,2.84,a_reference
4166,90,3.1,a_reference
4167,82,2.84,b_focal
4168,99,3.05,a_reference
4171,83,3.21,a_reference
4172,87,2.55,a_reference
4174,89,3.07,b_focal
4175,77,2.97,b_focal
4177,92,3.43,b_focal
4183,99,3.45,b_focal
4188,105,2.82,a_reference
4189,89,3.05,a_reference
4191,113,3.44,b_focal
4193,102,3.1,a_reference
4195,74,2.44,b_focal
4196,90,3.04,a_reference
4197,86,3.2,b_focal
4198,115,3.75,a_reference
4199,112,3.17,a_reference
4200,88,2.93,b_focal
4201,83,2.85,b_focal
4202,103,2.89,a_reference
4204,102,3.55,a_reference
4205,102,3.32,a_reference
4207,88,3.63,b_focal
4208,115,3.06,a_reference
4213,102,3.5,b_focal
4214,115,3.18,a_reference
4216,88,2.66,b_focal
4217,97,3.47,a_reference
4222,91,2.93,a_reference
4223,91,3.17,b_focal
4229,55,2.96,b_focal
4233,145,2.63,a_reference
4239,125,3.74,a_reference
4240,99,2.86,a_reference
4241,86,2.92,b_focal
4242,78,2.55,b_focal
4250,82,2.08,b_focal
4251,75,1.23,a_reference
4252,90,2.6,a_reference
4253,75,2.33,b_focal
4254,113,2.73,b_focal
4256,111,4,a_reference
4259,86,3.15,a_reference
4261,87,3.31,a_reference
4264,98,3.72,b_focal
4266,89,3.43,a_reference
4268,87,2.89,a_reference
4269,101,2.81,a_reference
4271,86,3.04,b_focal
4275,97,3.05,a_reference
4281,104,3.65,b_focal
4282,102,3.12,b_focal
4284,77,2.97,a_reference
4285,82,2.9,a_reference
4287,110,3.47,b_focal
4288,108,3.16,a_reference
4295,111,3.14,a_reference
4296,119,3.64,a_reference
4298,113,3.49,b_focal
4299,111,3.34,a_reference
4304,92,3.71,b_focal
4305,106,3.8,a_reference
4308,84,3.29,b_focal
4309,88,2.86,b_focal
4310,90,3.21,a_reference
4312,107,3.37,a_reference
4313,91,3.32,a_reference
4314,86,3.16,b_focal
4318,75,2.9,b_focal
4319,90,3.15,b_focal
4320,88,2.87,a_reference
4324,105,3.37,b_focal
4325,99,3.19,b_focal
4328,93,3.33,a_reference
4334,89,3.02,a_reference
4336,111,3.04,b_focal
4337,93,3,a_reference
4338,114,3.37,b_focal
4340,108,3.81,b_focal
4341,97,3.01,a_reference
4342,75,2.8,a_reference
4343,90,3.02,b_focal
4349,107,2.84,a_reference
4350,93,2.49,b_focal
4358,88,2.49,b_focal
4359,101,2.5,a_reference
4363,90,3.49,a_reference
4364,99,3.25,a_reference
4365,113,4,b_focal
4367,95,3.44,b_focal
4369,112,2.58,b_focal
4373,92,2.26,b_focal
4375,113,3.18,b_focal
4376,108,3.23,b_focal
4377,120,2.93,b_focal
4387,91,2.41,a_reference
4394,55,3.79,b_focal
4395,94,2.64,b_focal
4396,92,2.8,a_reference
4403,84,1,a_reference
4407,112,3.4,a_reference
4413,106,3.33,a_reference
4414,102,2.02,b_focal
4421,85,2.92,a_reference
4423,110,3.19,b_focal
4429,92,3.45,b_focal
4431,111,3.14,b_focal
4432,85,3.25,a_reference
4434,107,2.74,b_focal
4435,96,2.74,b_focal
4441,111,3.48,a_reference
4442,92,3.07,b_focal
4450,117,3.33,a_reference
4453,101,2.92,a_reference
4455,115,3.37,a_reference
4457,110,3.46,a_reference
4458,112,2.17,a_reference
4461,88,3.48,b_focal
4462,81,2.02,b_focal
4467,105,3.17,b_focal
4476,88,3.8,b_focal
4480,92,3.02,b_focal
4481,115,3.88,a_reference
4483,88,2.52,a_reference
4484,97,2.56,a_reference
4486,89,2.8,a_reference
4488,81,2.07,b_focal
4490,88,2.31,b_focal
4491,92,1.61,a_reference
4494,91,2.22,a_reference
4495,95,1.86,b_focal
4498,104,2.1,a_reference
4499,91,.56,b_focal
4500,85,2.19,a_reference
4501,80,3.48,b_focal
4502,86,2.69,a_reference
4505,104,2.5,a_reference
4509,79,2.09,a_reference
4512,99,3.31,b_focal
4513,95,2.01,a_reference
4514,111,3.42,a_reference
4516,142,3.59,a_reference
4520,91,3.28,a_reference
4524,115,3.13,b_focal
4531,96,2.59,b_focal
4534,117,3.68,b_focal
4535,100,3.39,a_reference
4536,112,3.09,b_focal
4537,121,3.33,a_reference
4539,93,2.66,b_focal
4540,110,2.87,a_reference
4543,100,2.47,a_reference
4544,88,2.08,a_reference
4548,103,2.73,b_focal
4549,86,2.69,b_focal
4550,104,3.27,b_focal
4557,92,2.87,b_focal
4558,85,1.17,b_focal
4559,97,2.29,b_focal
4560,107,2.44,b_focal
4564,107,2.99,a_reference
4568,100,3.77,b_focal
4571,86,2.23,a_reference
4573,95,1.83,a_reference
4576,92,2.39,a_reference
4577,108,3.59,a_reference
4581,107,3.05,b_focal
4582,96,3.02,a_reference
4583,107,3.59,b_focal
4586,97,1.66,a_reference
4587,111,1.69,a_reference
4590,69,3.23,b_focal
4591,102,2.13,a_reference
4592,102,2.23,a_reference
4593,89,1.48,b_focal
4594,81,1.35,b_focal
4598,94,3.11,b_focal
4599,118,2.66,b_focal
4606,82,2.4,a_reference
4607,97,2.34,b_focal
4608,111,2.84,b_focal
4609,110,2.47,a_reference
4610,114,3.19,b_focal
4611,98,2.62,b_focal
4612,106,3.87,b_focal
4615,97,2.64,a_reference
4618,89,2.3,b_focal
4619,77,2.88,b_focal
4622,100,2.76,a_reference
4627,64,1.04,a_reference
4630,92,3.39,b_focal
4631,103,3.03,a_reference
4634,107,3.64,b_focal
4635,94,2.61,b_focal
4636,112,2.31,a_reference
4638,97,2.86,a_reference
4642,94,3.14,a_reference
4644,104,3.39,a_reference
4645,114,3.29,a_reference
4646,117,3.75,a_reference
4647,111,3.42,b_focal
4648,112,2.58,b_focal
4653,82,2.43,a_reference
4662,122,3.79,b_focal
4667,85,2.04,b_focal
4668,86,2.38,a_reference
4669,86,2.25,a_reference
4670,84,2.6,b_focal
4671,91,3.45,b_focal
4677,100,1.78,b_focal
4679,105,3.15,a_reference
4680,88,2.98,a_reference
4681,83,2.74,a_reference
4686,107,1.74,b_focal
4687,112,3.37,b_focal
4689,90,3.31,b_focal
4694,111,3.82,b_focal
4697,90,3.63,b_focal
4701,78,2.73,a_reference
4702,113,3.21,a_reference
4703,87,2.2,a_reference
4704,91,1.61,b_focal
4707,97,2.74,b_focal
4708,92,3.09,b_focal
4709,102,2.2,a_reference
4712,83,2.35,a_reference
4715,73,3.37,b_focal
4716,87,3,b_focal
4720,92,2.56,b_focal
4722,96,3.05,b_focal
4723,88,3.19,b_focal
4728,86,3.21,b_focal
4729,84,2.95,b_focal
4732,109,4.05,b_focal
4734,70,2.92,a_reference
4736,97,3.17,a_reference
4737,90,2.66,a_reference
4739,109,3.2,b_focal
4741,85,3.02,b_focal
4743,88,2.5,a_reference
4744,88,2.86,a_reference
4745,95,1.92,a_reference
4746,104,3.62,a_reference
4748,97,3.12,b_focal
4750,103,2.78,a_reference
4754,96,2.73,b_focal
4761,123,3.07,b_focal
4762,106,2.37,a_reference
4763,120,2.9,a_reference
4768,97,2.5,b_focal
4784,79,2.55,b_focal
4786,87,2.89,b_focal
4787,113,3.21,a_reference
4789,102,2.82,b_focal
4790,112,2.44,a_reference
4798,106,3.53,a_reference
4800,97,1.74,a_reference
4801,129,2.96,b_focal
4802,135,3.12,b_focal
4803,104,1.98,a_reference
4805,87,2.12,a_reference
4806,89,2.2,b_focal
4807,89,3.19,b_focal
4813,97,2.33,a_reference
4814,110,3.72,a_reference
4818,109,3.15,a_reference
4820,119,2.36,a_reference
4821,104,3.16,b_focal
4822,105,3.14,b_focal
4825,86,3.07,b_focal
4829,89,2.45,b_focal
4830,122,3.62,a_reference
4835,92,2.74,a_reference
4838,98,2.69,b_focal
4840,86,2.14,a_reference
4841,91,3.22,b_focal
4842,105,3.12,b_focal
4845,97,1.21,a_reference
4848,114,2.72,a_reference
4849,111,1.74,a_reference
4850,95,2.79,b_focal
4851,108,2.65,a_reference
4853,110,3.08,a_reference
4854,96,1.87,b_focal
4855,83,2.86,b_focal
4857,74,2.46,b_focal
4858,111,3.52,b_focal
4861,96,2.06,a_reference
4864,120,1.91,a_reference
4865,86,2.48,b_focal
4866,118,3.83,a_reference
4869,100,2.96,a_reference
4871,112,3.24,b_focal
4872,91,2.65,a_reference
4874,85,2.92,a_reference
4875,108,3.52,b_focal
4876,89,3.69,b_focal
4877,87,2.77,b_focal
4878,111,3.53,b_focal
4882,87,3.4,b_focal
4883,101,2.22,a_reference
4885,103,2.96,b_focal
4887,108,2.85,a_reference
4889,123,3.27,a_reference
4890,101,2.81,a_reference
4891,110,3.31,a_reference
4896,88,1.71,a_reference
4897,103,3.23,a_reference
4902,87,2.67,a_reference
4903,112,3.13,b_focal
4905,88,3.2,b_focal
4911,88,2.87,a_reference
4912,98,2.65,a_reference
4913,111,3.83,a_reference
4914,84,2.17,a_reference
4916,103,3.15,a_reference
4917,110,2.39,b_focal
4921,106,3.08,a_reference
4931,88,2.94,a_reference
4933,95,2.05,b_focal
4934,113,1.95,a_reference
4935,110,3.79,b_focal
4939,110,2.82,a_reference
4940,95,2.36,a_reference
4941,105,3.7,b_focal
4944,94,1.75,b_focal
4949,86,1.88,b_focal
4954,88,2.22,a_reference
4956,101,2.99,b_focal
4958,93,2.41,b_focal
4959,99,2.45,b_focal
4962,103,2.66,b_focal
4965,84,2.78,a_reference
4967,90,2.84,b_focal
4968,82,2.44,b_focal
4969,87,2.2,b_focal
4978,55,3.01,b_focal
4984,92,2.06,a_reference
4986,120,2.49,a_reference
4987,116,2.72,a_reference
4990,93,3.39,b_focal
4991,90,3.34,b_focal
4992,107,3.02,a_reference
4993,91,2.05,b_focal
4994,101,3.1,b_focal
4997,77,2.71,a_reference
